,date,weekly_sales,holiday_flag,temperature,fuel_price, cpi ,unemployment,year,hour,day,month
895,2010-10-22,472451.0,normal week,36.84,2.762,191,9.137,2010,0,4,October
896,2010-10-29,465493.0,normal week,34.78,2.748,191,9.137,2010,0,4,October
897,2010-11-05,480512.0,normal week,49.44,2.729,191,9.137,2010,0,4,November
898,2010-11-12,507584.0,normal week,22.12,2.737,191,9.137,2010,0,4,November
899,2010-11-19,482528.0,normal week,25.56,2.758,191,9.137,2010,0,4,November
900,2010-11-26,835189.0,holiday week,17.95,2.742,191,9.137,2010,0,4,November
901,2010-12-03,552812.0,normal week,21.88,2.712,191,9.137,2010,0,4,December
902,2010-12-10,599730.0,normal week,24.24,2.728,191,9.137,2010,0,4,December
903,2010-12-17,716389.0,normal week,20.74,2.778,191,9.137,2010,0,4,December
904,2010-12-24,1045125.0,normal week,26.04,2.781,191,9.137,2010,0,4,December
905,2010-12-31,729572.0,holiday week,13.76,2.829,191,9.137,2010,0,4,December
906,2011-01-07,661164.0,normal week,10.09,2.882,191,8.818,2011,0,4,January
907,2011-01-14,547385.0,normal week,11.32,2.911,191,8.818,2011,0,4,January
908,2011-01-21,521539.0,normal week,25.4,2.973,192,8.818,2011,0,4,January
909,2011-01-28,513372.0,normal week,10.11,3.008,192,8.818,2011,0,4,January
910,2011-02-04,558028.0,normal week,-2.06,3.011,192,8.818,2011,0,4,February
911,2011-02-11,559903.0,holiday week,10.24,3.037,192,8.818,2011,0,4,February
912,2011-02-18,572387.0,normal week,17.3,3.051,192,8.818,2011,0,4,February
913,2011-02-25,546691.0,normal week,17.46,3.101,192,8.818,2011,0,4,February
914,2011-03-04,551378.0,normal week,21.84,3.232,192,8.818,2011,0,4,March
915,2011-03-11,558964.0,normal week,20.7,3.372,192,8.818,2011,0,4,March
916,2011-03-18,635015.0,normal week,27.69,3.406,192,8.818,2011,0,4,March
917,2011-03-25,559062.0,normal week,25.69,3.414,192,8.818,2011,0,4,March
918,2011-04-01,513410.0,normal week,24.83,3.461,192,8.595,2011,0,4,April
919,2011-04-08,500552.0,normal week,30.64,3.532,192,8.595,2011,0,4,April
920,2011-04-15,423380.0,normal week,27.79,3.611,192,8.595,2011,0,4,April
921,2011-04-22,466595.0,normal week,31.84,3.636,193,8.595,2011,0,4,April
922,2011-04-29,410430.0,normal week,26.79,3.663,193,8.595,2011,0,4,April
923,2011-05-06,407012.0,normal week,26.54,3.735,193,8.595,2011,0,4,May
924,2011-05-13,414094.0,normal week,36.61,3.767,193,8.595,2011,0,4,May
925,2011-05-20,424671.0,normal week,36.16,3.828,193,8.595,2011,0,4,May
926,2011-05-27,457217.0,normal week,37.51,3.795,193,8.595,2011,0,4,May
927,2011-06-03,542295.0,normal week,45.77,3.763,193,8.595,2011,0,4,June
928,2011-06-10,621100.0,normal week,53.3,3.735,193,8.595,2011,0,4,June
929,2011-06-17,610991.0,normal week,48.79,3.697,193,8.595,2011,0,4,June
930,2011-06-24,640044.0,normal week,46.85,3.661,193,8.595,2011,0,4,June
931,2011-07-01,704344.0,normal week,58.54,3.597,193,8.622,2011,0,4,July
932,2011-07-08,761794.0,normal week,59.08,3.54,193,8.622,2011,0,4,July
933,2011-07-15,642748.0,normal week,54.37,3.532,193,8.622,2011,0,4,July
934,2011-07-22,688044.0,normal week,56.22,3.545,194,8.622,2011,0,4,July
935,2011-07-29,653383.0,normal week,56.66,3.547,194,8.622,2011,0,4,July
936,2011-08-05,695393.0,normal week,55.91,3.554,194,8.622,2011,0,4,August
937,2011-08-12,670670.0,normal week,54.56,3.542,194,8.622,2011,0,4,August
938,2011-08-19,645156.0,normal week,56.06,3.499,194,8.622,2011,0,4,August
939,2011-08-26,629994.0,normal week,57.6,3.485,194,8.622,2011,0,4,August
940,2011-09-02,592355.0,normal week,53.4,3.511,195,8.622,2011,0,4,September
941,2011-09-09,613135.0,holiday week,45.61,3.566,195,8.622,2011,0,4,September
942,2011-09-16,558981.0,normal week,43.67,3.596,195,8.622,2011,0,4,September
943,2011-09-23,536145.0,normal week,43.67,3.581,195,8.622,2011,0,4,September
944,2011-09-30,488880.0,normal week,47.34,3.538,195,8.622,2011,0,4,September
945,2011-10-07,525866.0,normal week,40.65,3.498,195,8.513,2011,0,4,October
946,2011-10-14,501959.0,normal week,32.65,3.491,195,8.513,2011,0,4,October
947,2011-10-21,558691.0,normal week,37.49,3.548,195,8.513,2011,0,4,October
948,2011-10-28,527340.0,normal week,28.82,3.55,195,8.513,2011,0,4,October
949,2011-11-04,564536.0,normal week,23.41,3.527,195,8.513,2011,0,4,November
950,2011-11-11,556016.0,normal week,19.53,3.505,196,8.513,2011,0,4,November
951,2011-11-18,539827.0,normal week,29.53,3.479,196,8.513,2011,0,4,November
952,2011-11-25,949076.0,holiday week,27.6,3.424,196,8.513,2011,0,4,November
953,2011-12-02,591908.0,normal week,20.38,3.378,196,8.513,2011,0,4,December
954,2011-12-09,653845.0,normal week,11.17,3.331,196,8.513,2011,0,4,December
955,2011-12-16,720242.0,normal week,15.2,3.266,196,8.513,2011,0,4,December
956,2011-12-23,1059715.0,normal week,12.19,3.173,196,8.513,2011,0,4,December
957,2011-12-30,815916.0,holiday week,15.56,3.119,196,8.513,2011,0,4,December
958,2012-01-06,713118.0,normal week,18.67,3.095,197,8.256,2012,0,4,January
959,2012-01-13,593875.0,normal week,7.46,3.077,197,8.256,2012,0,4,January
960,2012-01-20,578003.0,normal week,27.41,3.055,197,8.256,2012,0,4,January
961,2012-01-27,541038.0,normal week,26.9,3.038,197,8.256,2012,0,4,January
962,2012-02-03,580453.0,normal week,22.2,3.031,197,8.256,2012,0,4,February
963,2012-02-10,563461.0,holiday week,18.79,3.103,197,8.256,2012,0,4,February
964,2012-02-17,620908.0,normal week,27.03,3.113,197,8.256,2012,0,4,February
965,2012-02-24,603041.0,normal week,24.41,3.129,197,8.256,2012,0,4,February
966,2012-03-02,551058.0,normal week,21.64,3.191,197,8.256,2012,0,4,March
967,2012-03-09,579167.0,normal week,30.1,3.286,197,8.256,2012,0,4,March
968,2012-03-16,669206.0,normal week,37.29,3.486,197,8.256,2012,0,4,March
969,2012-03-23,615997.0,normal week,35.06,3.664,197,8.256,2012,0,4,March
970,2012-03-30,583322.0,normal week,44.99,3.75,197,8.256,2012,0,4,March
971,2012-04-06,621426.0,normal week,44.29,3.854,198,8.09,2012,0,4,April
972,2012-04-13,517420.0,normal week,41.43,3.901,198,8.09,2012,0,4,April
973,2012-04-20,457340.0,normal week,39.3,3.936,198,8.09,2012,0,4,April
974,2012-04-27,467828.0,normal week,51.49,3.927,198,8.09,2012,0,4,April
975,2012-05-04,465199.0,normal week,45.38,3.903,198,8.09,2012,0,4,May
976,2012-05-11,460397.0,normal week,48.54,3.87,198,8.09,2012,0,4,May
977,2012-05-18,468428.0,normal week,49.41,3.837,198,8.09,2012,0,4,May
978,2012-05-25,532740.0,normal week,50.6,3.804,198,8.09,2012,0,4,May
979,2012-06-01,598495.0,normal week,55.06,3.764,198,8.09,2012,0,4,June
980,2012-06-08,642964.0,normal week,63.07,3.741,198,8.09,2012,0,4,June
981,2012-06-15,666942.0,normal week,59.33,3.723,198,8.09,2012,0,4,June
982,2012-06-22,687345.0,normal week,63.69,3.735,198,8.09,2012,0,4,June
983,2012-06-29,704335.0,normal week,68.84,3.693,198,8.09,2012,0,4,June
984,2012-07-06,805643.0,normal week,64.67,3.646,198,7.872,2012,0,4,July
985,2012-07-13,694151.0,normal week,64.21,3.613,198,7.872,2012,0,4,July
986,2012-07-20,686346.0,normal week,62.87,3.585,198,7.872,2012,0,4,July
987,2012-07-27,686365.0,normal week,64.6,3.57,198,7.872,2012,0,4,July
988,2012-08-03,680955.0,normal week,61.83,3.528,198,7.872,2012,0,4,August
989,2012-08-10,675926.0,normal week,63.41,3.509,198,7.872,2012,0,4,August
990,2012-08-17,642450.0,normal week,59.66,3.545,198,7.872,2012,0,4,August
991,2012-08-24,609099.0,normal week,59.27,3.558,198,7.872,2012,0,4,August
992,2012-08-31,586467.0,normal week,60.46,3.556,198,7.872,2012,0,4,August
993,2012-09-07,597877.0,holiday week,57.84,3.596,198,7.872,2012,0,4,September
994,2012-09-14,541120.0,normal week,53.66,3.659,198,7.872,2012,0,4,September
995,2012-09-21,530842.0,normal week,51.77,3.765,198,7.872,2012,0,4,September
996,2012-09-28,525546.0,normal week,50.64,3.789,199,7.872,2012,0,4,September
997,2012-10-05,505831.0,normal week,48.43,3.779,199,7.557,2012,0,4,October
998,2012-10-12,503464.0,normal week,41.43,3.76,199,7.557,2012,0,4,October
999,2012-10-19,516425.0,normal week,43.01,3.75,199,7.557,2012,0,4,October
1000,2012-10-26,495543.0,normal week,42.53,3.686,199,7.557,2012,0,4,October
1001,2010-02-05,1004137.0,normal week,34.14,2.572,214,6.299,2010,0,4,February
1002,2010-02-12,994801.0,holiday week,33.34,2.548,215,6.299,2010,0,4,February
1003,2010-02-19,963960.0,normal week,39.1,2.514,215,6.299,2010,0,4,February
1004,2010-02-26,847592.0,normal week,37.91,2.561,215,6.299,2010,0,4,February
1005,2010-03-05,881504.0,normal week,45.64,2.625,215,6.299,2010,0,4,March
1006,2010-03-12,860336.0,normal week,49.76,2.667,215,6.299,2010,0,4,March
1007,2010-03-19,839911.0,normal week,47.26,2.72,215,6.299,2010,0,4,March
1008,2010-03-26,772539.0,normal week,46.51,2.732,214,6.299,2010,0,4,March
1009,2010-04-02,914501.0,normal week,60.18,2.719,214,6.29,2010,0,4,April
1010,2010-04-09,916034.0,normal week,59.25,2.77,214,6.29,2010,0,4,April
1011,2010-04-16,882917.0,normal week,62.66,2.808,214,6.29,2010,0,4,April
1012,2010-04-23,850440.0,normal week,56.1,2.795,214,6.29,2010,0,4,April
1013,2010-04-30,778673.0,normal week,61.01,2.78,214,6.29,2010,0,4,April
1014,2010-05-07,916821.0,normal week,62.68,2.835,214,6.29,2010,0,4,May
1015,2010-05-14,873338.0,normal week,61.35,2.854,214,6.29,2010,0,4,May
1016,2010-05-21,818333.0,normal week,66.03,2.826,214,6.29,2010,0,4,May
1017,2010-05-28,868042.0,normal week,74.71,2.759,214,6.29,2010,0,4,May
1018,2010-06-04,958225.0,normal week,75.71,2.705,215,6.29,2010,0,4,June
1019,2010-06-11,914836.0,normal week,82.21,2.668,215,6.29,2010,0,4,June
1020,2010-06-18,869923.0,normal week,78.79,2.637,215,6.29,2010,0,4,June
1021,2010-06-25,814919.0,normal week,81.78,2.653,215,6.29,2010,0,4,June
1022,2010-07-02,852334.0,normal week,74.78,2.669,215,6.315,2010,0,4,July
1023,2010-07-09,845290.0,normal week,72.49,2.642,214,6.315,2010,0,4,July
1024,2010-07-16,848631.0,normal week,77.49,2.623,214,6.315,2010,0,4,July
1025,2010-07-23,785516.0,normal week,78.29,2.608,215,6.315,2010,0,4,July
1026,2010-07-30,787295.0,normal week,76.02,2.64,215,6.315,2010,0,4,July
1027,2010-08-06,893400.0,normal week,80.37,2.627,215,6.315,2010,0,4,August
1028,2010-08-13,867919.0,normal week,80.11,2.692,215,6.315,2010,0,4,August
1029,2010-08-20,870676.0,normal week,79.36,2.664,215,6.315,2010,0,4,August
1030,2010-08-27,888817.0,normal week,74.92,2.619,215,6.315,2010,0,4,August
1031,2010-09-03,899036.0,normal week,76.14,2.577,215,6.315,2010,0,4,September
1032,2010-09-10,831425.0,holiday week,74.34,2.565,215,6.315,2010,0,4,September
1033,2010-09-17,836708.0,normal week,75.32,2.582,215,6.315,2010,0,4,September
1034,2010-09-24,773725.0,normal week,72.21,2.624,215,6.315,2010,0,4,September
1035,2010-10-01,804105.0,normal week,68.7,2.603,215,6.433,2010,0,4,October
1036,2010-10-08,870350.0,normal week,62.94,2.633,215,6.433,2010,0,4,October
1037,2010-10-15,826547.0,normal week,62.59,2.72,215,6.433,2010,0,4,October
1038,2010-10-22,836419.0,normal week,62.86,2.725,215,6.433,2010,0,4,October
1039,2010-10-29,830757.0,normal week,57.93,2.716,215,6.433,2010,0,4,October
1040,2010-11-05,927266.0,normal week,55.76,2.689,215,6.433,2010,0,4,November
1041,2010-11-12,911539.0,normal week,54.89,2.728,215,6.433,2010,0,4,November
1042,2010-11-19,885608.0,normal week,43.86,2.771,215,6.433,2010,0,4,November
1043,2010-11-26,1261693.0,holiday week,51.07,2.735,215,6.433,2010,0,4,November
1044,2010-12-03,952767.0,normal week,42.85,2.708,215,6.433,2010,0,4,December
1045,2010-12-10,1069062.0,normal week,42.47,2.843,215,6.433,2010,0,4,December
1046,2010-12-17,1220580.0,normal week,45.03,2.869,215,6.433,2010,0,4,December
1047,2010-12-24,1511641.0,normal week,45.67,2.886,215,6.433,2010,0,4,December
1048,2010-12-31,773586.0,holiday week,41.47,2.943,215,6.433,2010,0,4,December
1049,2011-01-07,873065.0,normal week,35.77,2.976,215,6.262,2011,0,4,January
1050,2011-01-14,809647.0,normal week,31.62,2.983,215,6.262,2011,0,4,January
1051,2011-01-21,822668.0,normal week,42.06,3.016,215,6.262,2011,0,4,January
1052,2011-01-28,782257.0,normal week,39.26,3.01,216,6.262,2011,0,4,January
1053,2011-02-04,944595.0,normal week,24.48,2.989,216,6.262,2011,0,4,February
1054,2011-02-11,996147.0,holiday week,28.26,3.022,216,6.262,2011,0,4,February
1055,2011-02-18,1065109.0,normal week,50.64,3.045,217,6.262,2011,0,4,February
1056,2011-02-25,917317.0,normal week,51.29,3.065,217,6.262,2011,0,4,February
1057,2011-03-04,935266.0,normal week,53.18,3.288,217,6.262,2011,0,4,March
1058,2011-03-11,900387.0,normal week,49.14,3.459,218,6.262,2011,0,4,March
1059,2011-03-18,898289.0,normal week,56.68,3.488,218,6.262,2011,0,4,March
1060,2011-03-25,827968.0,normal week,59.74,3.473,218,6.262,2011,0,4,March
1061,2011-04-01,878762.0,normal week,49.86,3.524,218,6.297,2011,0,4,April
1062,2011-04-08,949826.0,normal week,65.62,3.622,219,6.297,2011,0,4,April
1063,2011-04-15,908279.0,normal week,63.55,3.743,219,6.297,2011,0,4,April
1064,2011-04-22,937473.0,normal week,65.11,3.807,219,6.297,2011,0,4,April
1065,2011-04-29,855015.0,normal week,62.29,3.81,219,6.297,2011,0,4,April
1066,2011-05-06,941457.0,normal week,58.92,3.906,219,6.297,2011,0,4,May
1067,2011-05-13,895763.0,normal week,72.96,3.899,219,6.297,2011,0,4,May
1068,2011-05-20,836050.0,normal week,65.54,3.907,219,6.297,2011,0,4,May
1069,2011-05-27,857939.0,normal week,73.14,3.786,219,6.297,2011,0,4,May
1070,2011-06-03,929222.0,normal week,82.05,3.699,219,6.297,2011,0,4,June
1071,2011-06-10,897309.0,normal week,82.21,3.648,218,6.297,2011,0,4,June
1072,2011-06-17,922048.0,normal week,84.73,3.637,218,6.297,2011,0,4,June
1073,2011-06-24,864881.0,normal week,83.94,3.594,218,6.297,2011,0,4,June
1074,2011-07-01,883683.0,normal week,87.26,3.524,219,6.425,2011,0,4,July
1075,2011-07-08,861965.0,normal week,83.57,3.48,219,6.425,2011,0,4,July
1076,2011-07-15,849925.0,normal week,84.26,3.575,219,6.425,2011,0,4,July
1077,2011-07-22,829902.0,normal week,85.46,3.651,219,6.425,2011,0,4,July
1078,2011-07-29,807082.0,normal week,86.46,3.682,219,6.425,2011,0,4,July
1079,2011-08-05,892394.0,normal week,85.15,3.684,219,6.425,2011,0,4,August
1080,2011-08-12,856796.0,normal week,86.05,3.638,219,6.425,2011,0,4,August
1081,2011-08-19,895067.0,normal week,82.92,3.554,219,6.425,2011,0,4,August
1082,2011-08-26,912543.0,normal week,84.69,3.523,219,6.425,2011,0,4,August
1083,2011-09-02,891387.0,normal week,84.77,3.533,219,6.425,2011,0,4,September
1084,2011-09-09,848358.0,holiday week,69.01,3.546,219,6.425,2011,0,4,September
1085,2011-09-16,870972.0,normal week,69.09,3.526,219,6.425,2011,0,4,September
1086,2011-09-23,806444.0,normal week,68.72,3.467,220,6.425,2011,0,4,September
1087,2011-09-30,809049.0,normal week,72.2,3.355,220,6.425,2011,0,4,September
1088,2011-10-07,929977.0,normal week,67.61,3.285,220,6.123,2011,0,4,October
1089,2011-10-14,863188.0,normal week,61.74,3.274,221,6.123,2011,0,4,October
1090,2011-10-21,905984.0,normal week,59.97,3.353,221,6.123,2011,0,4,October
1091,2011-10-28,876712.0,normal week,56.86,3.372,221,6.123,2011,0,4,October
1092,2011-11-04,947815.0,normal week,49.68,3.332,221,6.123,2011,0,4,November
1093,2011-11-11,917088.0,normal week,50.56,3.297,221,6.123,2011,0,4,November
1094,2011-11-18,897032.0,normal week,51.72,3.308,222,6.123,2011,0,4,November
1095,2011-11-25,1235164.0,holiday week,49.61,3.236,222,6.123,2011,0,4,November
1096,2011-12-02,986601.0,normal week,40.82,3.172,222,6.123,2011,0,4,December
1097,2011-12-09,1051923.0,normal week,30.51,3.158,222,6.123,2011,0,4,December
1098,2011-12-16,1118164.0,normal week,39.79,3.159,223,6.123,2011,0,4,December
1099,2011-12-23,1462254.0,normal week,38.16,3.112,223,6.123,2011,0,4,December
1100,2011-12-30,858572.0,holiday week,36.33,3.129,223,6.123,2011,0,4,December
1101,2012-01-06,872113.0,normal week,43.47,3.157,223,5.825,2012,0,4,January
1102,2012-01-13,817662.0,normal week,36.46,3.261,223,5.825,2012,0,4,January
1103,2012-01-20,813955.0,normal week,46.81,3.268,224,5.825,2012,0,4,January
1104,2012-01-27,778179.0,normal week,45.52,3.29,224,5.825,2012,0,4,January
1105,2012-02-03,927611.0,normal week,45.56,3.36,224,5.825,2012,0,4,February
1106,2012-02-10,1021400.0,holiday week,35.71,3.409,224,5.825,2012,0,4,February
1107,2012-02-17,1096233.0,normal week,37.51,3.51,224,5.825,2012,0,4,February
1108,2012-02-24,928538.0,normal week,46.33,3.555,224,5.825,2012,0,4,February
1109,2012-03-02,952265.0,normal week,50.95,3.63,224,5.825,2012,0,4,March
1110,2012-03-09,960116.0,normal week,49.59,3.669,225,5.825,2012,0,4,March
1111,2012-03-16,921178.0,normal week,56.63,3.734,225,5.825,2012,0,4,March
1112,2012-03-23,874223.0,normal week,52.9,3.787,225,5.825,2012,0,4,March
1113,2012-03-30,905935.0,normal week,66.69,3.845,225,5.825,2012,0,4,March
1114,2012-04-06,1046817.0,normal week,62.18,3.891,225,5.679,2012,0,4,April
1115,2012-04-13,909989.0,normal week,65.19,3.891,225,5.679,2012,0,4,April
1116,2012-04-20,872288.0,normal week,63.59,3.877,225,5.679,2012,0,4,April
1117,2012-04-27,879448.0,normal week,70.34,3.814,225,5.679,2012,0,4,April
1118,2012-05-04,937232.0,normal week,73.96,3.749,225,5.679,2012,0,4,May
1119,2012-05-11,920129.0,normal week,64.96,3.688,225,5.679,2012,0,4,May
1120,2012-05-18,913922.0,normal week,64.16,3.63,225,5.679,2012,0,4,May
1121,2012-05-25,895157.0,normal week,76.11,3.561,225,5.679,2012,0,4,May
1122,2012-06-01,921161.0,normal week,78.31,3.501,225,5.679,2012,0,4,June
1123,2012-06-08,928820.0,normal week,74.28,3.452,225,5.679,2012,0,4,June
1124,2012-06-15,916919.0,normal week,77.14,3.393,225,5.679,2012,0,4,June
1125,2012-06-22,899450.0,normal week,78.85,3.346,225,5.679,2012,0,4,June
1126,2012-06-29,878298.0,normal week,84.47,3.286,225,5.679,2012,0,4,June
1127,2012-07-06,936206.0,normal week,81.24,3.227,225,5.401,2012,0,4,July
1128,2012-07-13,890488.0,normal week,78.46,3.256,225,5.401,2012,0,4,July
1129,2012-07-20,888834.0,normal week,79.94,3.311,225,5.401,2012,0,4,July
1130,2012-07-27,838228.0,normal week,81.71,3.407,226,5.401,2012,0,4,July
1131,2012-08-03,897077.0,normal week,85.06,3.417,226,5.401,2012,0,4,August
1132,2012-08-10,930746.0,normal week,83.74,3.494,226,5.401,2012,0,4,August
1133,2012-08-17,896613.0,normal week,81.21,3.571,226,5.401,2012,0,4,August
1134,2012-08-24,936374.0,normal week,73.77,3.62,226,5.401,2012,0,4,August
1135,2012-08-31,976138.0,normal week,75.33,3.638,226,5.401,2012,0,4,August
1136,2012-09-07,932160.0,holiday week,80.87,3.73,226,5.401,2012,0,4,September
1137,2012-09-14,883569.0,normal week,67.21,3.717,226,5.401,2012,0,4,September
1138,2012-09-21,857796.0,normal week,66.96,3.721,226,5.401,2012,0,4,September
1139,2012-09-28,884724.0,normal week,71.1,3.666,227,5.401,2012,0,4,September
1140,2012-10-05,976436.0,normal week,61.41,3.617,227,5.124,2012,0,4,October
1141,2012-10-12,927512.0,normal week,55.03,3.601,227,5.124,2012,0,4,October
1142,2012-10-19,900310.0,normal week,62.99,3.594,227,5.124,2012,0,4,October
1143,2012-10-26,891671.0,normal week,64.74,3.506,227,5.124,2012,0,4,October
1144,2010-02-05,549506.0,normal week,38.01,2.572,215,6.415,2010,0,4,February
1145,2010-02-12,552677.0,holiday week,37.08,2.548,215,6.415,2010,0,4,February
1146,2010-02-19,511328.0,normal week,43.06,2.514,215,6.415,2010,0,4,February
1147,2010-02-26,473773.0,normal week,43.83,2.561,215,6.415,2010,0,4,February
1148,2010-03-05,507298.0,normal week,48.43,2.625,215,6.415,2010,0,4,March
1149,2010-03-12,494146.0,normal week,55.76,2.667,215,6.415,2010,0,4,March
1150,2010-03-19,485745.0,normal week,53.15,2.72,215,6.415,2010,0,4,March
1151,2010-03-26,484947.0,normal week,51.8,2.732,215,6.415,2010,0,4,March
1152,2010-04-02,545206.0,normal week,65.21,2.719,214,6.384,2010,0,4,April
1153,2010-04-09,529384.0,normal week,64.95,2.77,214,6.384,2010,0,4,April
1154,2010-04-16,485764.0,normal week,66.09,2.808,214,6.384,2010,0,4,April
1155,2010-04-23,488684.0,normal week,61.26,2.795,214,6.384,2010,0,4,April
1156,2010-04-30,491723.0,normal week,66.07,2.78,214,6.384,2010,0,4,April
1157,2010-05-07,526129.0,normal week,68.58,2.835,214,6.384,2010,0,4,May
1158,2010-05-14,492793.0,normal week,70.53,2.854,214,6.384,2010,0,4,May
1159,2010-05-21,506275.0,normal week,71.5,2.826,214,6.384,2010,0,4,May
1160,2010-05-28,558144.0,normal week,77.12,2.759,214,6.384,2010,0,4,May
1161,2010-06-04,586061.0,normal week,79.65,2.705,215,6.384,2010,0,4,June
1162,2010-06-11,522716.0,normal week,83.75,2.668,215,6.384,2010,0,4,June
1163,2010-06-18,513074.0,normal week,82.99,2.637,215,6.384,2010,0,4,June
1164,2010-06-25,509263.0,normal week,85.02,2.653,215,6.384,2010,0,4,June
1165,2010-07-02,528833.0,normal week,78.55,2.669,215,6.442,2010,0,4,July
1166,2010-07-09,485389.0,normal week,78.51,2.642,215,6.442,2010,0,4,July
1167,2010-07-16,474031.0,normal week,82.93,2.623,215,6.442,2010,0,4,July
1168,2010-07-23,462677.0,normal week,84.49,2.608,215,6.442,2010,0,4,July
1169,2010-07-30,468675.0,normal week,79.83,2.64,215,6.442,2010,0,4,July
1170,2010-08-06,522815.0,normal week,87.09,2.627,215,6.442,2010,0,4,August
1171,2010-08-13,481898.0,normal week,86.85,2.692,215,6.442,2010,0,4,August
1172,2010-08-20,499325.0,normal week,86.3,2.664,215,6.442,2010,0,4,August
1173,2010-08-27,506790.0,normal week,84.01,2.619,215,6.442,2010,0,4,August
1174,2010-09-03,511049.0,normal week,82.47,2.577,215,6.442,2010,0,4,September
1175,2010-09-10,484835.0,holiday week,77.7,2.565,215,6.442,2010,0,4,September
1176,2010-09-17,463449.0,normal week,81.19,2.582,215,6.442,2010,0,4,September
1177,2010-09-24,452905.0,normal week,77.15,2.624,215,6.442,2010,0,4,September
1178,2010-10-01,495692.0,normal week,69.08,2.603,215,6.56,2010,0,4,October
1179,2010-10-08,505069.0,normal week,65.35,2.633,215,6.56,2010,0,4,October
1180,2010-10-15,454770.0,normal week,67.36,2.72,215,6.56,2010,0,4,October
1181,2010-10-22,466323.0,normal week,69.99,2.725,215,6.56,2010,0,4,October
1182,2010-10-29,508802.0,normal week,64.43,2.716,215,6.56,2010,0,4,October
1183,2010-11-05,517870.0,normal week,58.69,2.689,216,6.56,2010,0,4,November
1184,2010-11-12,520847.0,normal week,61.59,2.728,216,6.56,2010,0,4,November
1185,2010-11-19,519823.0,normal week,49.96,2.771,215,6.56,2010,0,4,November
1186,2010-11-26,768071.0,holiday week,60.18,2.735,215,6.56,2010,0,4,November
1187,2010-12-03,578165.0,normal week,49.89,2.708,215,6.56,2010,0,4,December
1188,2010-12-10,618122.0,normal week,46.1,2.843,215,6.56,2010,0,4,December
1189,2010-12-17,685243.0,normal week,49.7,2.869,215,6.56,2010,0,4,December
1190,2010-12-24,873348.0,normal week,50.93,2.886,215,6.56,2010,0,4,December
1191,2010-12-31,459771.0,holiday week,45.92,2.943,215,6.56,2010,0,4,December
1192,2011-01-07,490982.0,normal week,41.82,2.976,215,6.416,2011,0,4,January
1193,2011-01-14,458087.0,normal week,36.43,2.983,215,6.416,2011,0,4,January
1194,2011-01-21,454022.0,normal week,44.72,3.016,215,6.416,2011,0,4,January
1195,2011-01-28,463561.0,normal week,43.9,3.01,216,6.416,2011,0,4,January
1196,2011-02-04,544612.0,normal week,31.82,2.989,216,6.416,2011,0,4,February
1197,2011-02-11,555279.0,holiday week,34.13,3.022,216,6.416,2011,0,4,February
1198,2011-02-18,610986.0,normal week,58.5,3.045,217,6.416,2011,0,4,February
1199,2011-02-25,513107.0,normal week,59.01,3.065,217,6.416,2011,0,4,February
1200,2011-03-04,542016.0,normal week,60.67,3.288,217,6.416,2011,0,4,March
1201,2011-03-11,517784.0,normal week,54.75,3.459,218,6.416,2011,0,4,March
1202,2011-03-18,515226.0,normal week,63.82,3.488,218,6.416,2011,0,4,March
1203,2011-03-25,497488.0,normal week,68.79,3.473,218,6.416,2011,0,4,March
1204,2011-04-01,520962.0,normal week,56.12,3.524,218,6.38,2011,0,4,April
1205,2011-04-08,561626.0,normal week,71.4,3.622,219,6.38,2011,0,4,April
1206,2011-04-15,528420.0,normal week,71.9,3.743,219,6.38,2011,0,4,April
1207,2011-04-22,549502.0,normal week,72.35,3.807,219,6.38,2011,0,4,April
1208,2011-04-29,532226.0,normal week,70.85,3.81,219,6.38,2011,0,4,April
1209,2011-05-06,545251.0,normal week,62.2,3.906,219,6.38,2011,0,4,May
1210,2011-05-13,539126.0,normal week,77.66,3.899,220,6.38,2011,0,4,May
1211,2011-05-20,518267.0,normal week,70.49,3.907,219,6.38,2011,0,4,May
1212,2011-05-27,553834.0,normal week,80.42,3.786,219,6.38,2011,0,4,May
1213,2011-06-03,587004.0,normal week,85.8,3.699,219,6.38,2011,0,4,June
1214,2011-06-10,550076.0,normal week,85.81,3.648,219,6.38,2011,0,4,June
1215,2011-06-17,558671.0,normal week,89.15,3.637,219,6.38,2011,0,4,June
1216,2011-06-24,538746.0,normal week,86.74,3.594,219,6.38,2011,0,4,June
1217,2011-07-01,537064.0,normal week,89.14,3.524,219,6.404,2011,0,4,July
1218,2011-07-08,535983.0,normal week,89.04,3.48,219,6.404,2011,0,4,July
1219,2011-07-15,512834.0,normal week,90.45,3.575,219,6.404,2011,0,4,July
1220,2011-07-22,491450.0,normal week,89.08,3.651,219,6.404,2011,0,4,July
1221,2011-07-29,471450.0,normal week,91.1,3.682,219,6.404,2011,0,4,July
1222,2011-08-05,554880.0,normal week,91.52,3.684,219,6.404,2011,0,4,August
1223,2011-08-12,520285.0,normal week,91.63,3.638,219,6.404,2011,0,4,August
1224,2011-08-19,540819.0,normal week,85.8,3.554,219,6.404,2011,0,4,August
1225,2011-08-26,542664.0,normal week,88.95,3.523,219,6.404,2011,0,4,August
1226,2011-09-02,544643.0,normal week,89.33,3.533,219,6.404,2011,0,4,September
1227,2011-09-09,528785.0,holiday week,75.65,3.546,219,6.404,2011,0,4,September
